
번호	한국어	일본어	영어	프랑스어	독일어	중국어	스페인어	이탈리아어
0821	파라꼬	ココガラ	Rookiedee	Minisange	Meikro	稚山雀	Rookidee	Rookidee
0822	파크로우	アオガラス	Corvisquire	Bleuseille	Kranoviz	藍鴉	Corvisquire	Corvisquire
0823	아머까오	アーマーガア	Corviknight	Corvaillus	Krarmor	鋼鎧鴉	Corviknight	Corviknight
0824	두루지벌레	サッチムシ	Blipbug	Larvadar	Sensect	索偵蟲	Blipbug	Blipbug
0825	레돔벌레	レドームシ	Dottler	Coléodôme	Keradar	天罩蟲	Dottler	Dottler
0826	이올브	イオルブ	Orbeetle	Astronelle	Maritellit	以歐路普	Orbeetle	Orbeetle
0827	훔처우	クスネ	Nickit	Goupilou	Kleptifux	偷兒狐	Nickit	Nickit
0828	폭슬라이	フォクスライ	Thievul	Roublenard	Gaunux	狐大盜	Thievul	Thievul
0829	꼬모카	ヒメンカ	Gossifleur	Tournicoton	Cottini	幼棉棉	Gossifleur	Gossifleur
0830	백솜모카	ワタシラガ	Eldegoss	Blancoton	Cottomi	白蓬蓬	Eldegoss	Eldegoss
0831	우르	ウールー	Wooloo	Moumouton	Wolly	毛辮羊	Wooloo	Wooloo
0832	배우르	バイウールー	Dubwool	Moumouflon	Zwollock	毛毛角羊	Dubwool	Dubwool
0833	깨물부기	カムカメ	Chewtle	Khélocrok	Kamehaps	咬咬龜	Chewtle	Chewtle
0834	갈가부기	カジリガメ	Drednaw	Torgamord	Kamalm	暴噬龜	Drednaw	Drednaw
0835	멍파치	ワンパチ	Yamper	Voltoutou	Voldi	來電汪	Yamper	Yamper
0836	펄스멍	パルスワン	Boltund	Fulgudog	Bellektro	逐電犬	Boltund	Boltund
0837	탄동	タンドン	Rolycoly	Charbi	Klonkett	小炭仔	Rolycoly	Rolycoly
0838	탄차곤	トロッゴン	Carkol	Wagomine	Wagong	大炭車	Carkol	Carkol
0839	석탄산	セキタンザン	Coalossal	Monthracite	Montecarbo	巨炭山	Coalossal	Coalossal
0840	과사삭벌레	カジッチュ	Applin	Verpom	Knapfel	啃果蟲	Applin	Applin
0841	애프룡	アップリュー	Flapple	Pomdrapi	Drapfel	蘋裹龍	Flapple	Flapple
0842	단지래플	タルップル	Appletun	Dratatin	Schlapfel	豐蜜龍	Appletun	Appletun
0843	모래뱀	スナヘビ	Silicobra	Dunaja	Salanga	沙包蛇	Silicobra	Silicobra
0844	사다이사	サダイジャ	Sandaconda	Dunaconda	Sanaconda	沙螺蟒	Sandaconda	Sandaconda
0845	윽우지	ウッウ	Cramorant	Nigosier	Urgl	古月鳥	Cramorant	Cramorant
0846	찌로꼬치	サシカマス	Arrokuda	Embrochet	Pikuda	刺梭魚	Arrokuda	Arrokuda
0847	꼬치조	カマスジョー	Barraskewda	Hastacuda	Barrakiefa	戽斗尖梭	Barraskewda	Barraskewda
0848	일레즌	エレズン	Toxel	Toxizap	Toxel	毒電嬰	Toxel	Toxel
0849	스트린더	ストリンダー	Toxtricity	Salarsen	Riffex	顫弦蠑螈	Toxtricity	Toxtricity
0850	태우지네	ヤクデ	Sizzlipede	Grillepattes	Thermopod	燒火蚣	Sizzlipede	Sizzlipede
0851	다태우지네	マルヤクデ	Centiskorch	Scolocendre	Infernopod	焚焰蚣	Centiskorch	Centiskorch
0852	때때무노	タタッコ	Clobbopus	Poulpaf	Klopptopus	拳拳蛸	Clobbopus	Clobbopus
0853	케오퍼스	オトスパス	Grapploct	Krakos	Kaocto	八爪武師	Grapploct	Grapploct
0854	데인차	ヤバチャ	Sinistea	Théffroi	Fatalitee	來悲茶	Sinistea	Sinistea
0855	포트데스	ポットデス	Polteageist	Polthégeist	Mortipot	怖思壺	Polteageist	Polteageist
0856	몸지브림	ミブリム	Hatenna	Bibichut	Brimova	迷布莉姆	Hatenna	Hatenna
0857	손지브림	テブリム	Hattrem	Chapotus	Brimano	提布莉姆	Hattrem	Hattrem
0858	브리무음	ブリムオン	Hatterene	Sorcilence	Silembrim	布莉姆溫	Hatterene	Hatterene
0859	메롱꿍	ベロバー	Impidimp	Grimalin	Bähmon	搗蛋小妖	Impidimp	Impidimp
0860	쏘겨모	ギモー	Morgrem	Fourbelin	Pelzebub	詐唬魔	Morgrem	Morgrem
0861	오롱털	オーロンゲ	Grimmsnarl	Angoliath	Olangaar	長毛巨魔	Grimmsnarl	Grimmsnarl
0862	가로막구리	タチフサグマ	Obstagoon	Ixon	Barrikadax	堵攔熊	Obstagoon	Obstagoon
0863	나이킹	ニャイキング	Perrserker	Berserkatt	Mauzinger	喵頭目	Perrserker	Perrserker
0864	산호르곤	サニゴーン	Cursola	Corayôme	Gorgasonn	魔靈珊瑚	Cursola	Cursola
0865	창파나이트	ネギガナイト	Sirfetch'd	Palarticho	Lauchzelot	蔥遊兵	Sirfetch'd	Sirfetch'd
0866	마임꽁꽁	バリコオル	Mr. Rime	M. Glaquette	Pantifrost	踏冰人偶	Mr. Rime	Mr. Rime
0867	데스판	デスバーン	Runerigus	Tutétékri	Oghnatoll	死神板	Runerigus	Runerigus
0868	마빌크	マホミル	Milcery	Crèmy	Hokumil	小仙奶	Milcery	Milcery
0869	마휘핑	マホイップ	Alcremie	Charmilly	Pokusan	霜奶仙	Alcremie	Alcremie
0870	대여르	タイレーツ	Falinks	Hexadron	Legios	列陣兵	Falinks	Falinks
0871	찌르성게	バチンウニ	Pincurchin	Wattapik	Britzigel	啪嚓海膽	Pincurchin	Pincurchin
0872	누니머기	ユキハミ	Snom	Frissonille	Snomnom	雪吞蟲	Snom	Snom
0873	모스노우	モスノウ	Frosmoth	Beldeneige	Mottineva	雪絨蛾	Frosmoth	Frosmoth
0874	돌헨진	イシヘンジン	Stonjourner	Dolman	Humanolith	巨石丁	Stonjourner	Stonjourner
0875	빙큐보	コオリッポ	Eiscue	Bekaglaçon	Kubuin	冰砌鵝	Eiscue	Eiscue
0876	에써르	イエッサン	Indeedee	Wimessir	Servol	愛管侍	Indeedee	Indeedee
0877	모르페코	モルペコ	Morpeko	Morpeko	Morpeko	莫魯貝可	Morpeko	Morpeko
0878	끼리동	ゾウドウ	Cufant	Charibari	Kupfanti	銅象	Cufant	Cufant
0879	대왕끼리동	ダイオウドウ	Copperajah	Pachyradjah	Patinaraja	大王銅象	Copperajah	Copperajah
0880	파치래곤	パッチラゴン	Dracozolt	Galvagon	Lectragon	雷鳥龍	Dracozolt	Dracozolt
0881	파치르돈	パッチルドン	Arctozolt	Galvagla	Lecryodon	雷鳥海獸	Arctozolt	Arctozolt
0882	어래곤	ウオノラゴン	Dracovish	Hydragon	Pescragon	鰓魚龍	Dracovish	Dracovish
0883	어치르돈	ウオチルドン	Arctovish	Hydragla	Pescryodon	鰓魚海獸	Arctovish	Arctovish
0884	두랄루돈	ジュラルドン	Duraludon	Duralugon	Duralugon	鋁鋼龍	Duraludon	Duraludon
0885	드라꼰	ドラメシヤ	Dreepy	Fantyrm	Grolldra	多龍梅西亞	Dreepy	Dreepy
0886	드래런치	ドロンチ	Drakloak	Dispareptil	Phandra	多龍奇	Drakloak	Drakloak
0887	드래펄트	ドラパルト	Dragapult	Lanssorien	Katapuldra	多龍巴魯托	Dragapult	Dragapult
0888	자시안	ザシアン	Zacian	Zacian	Zacian	蒼響	Zacian	Zacian
0889	자마젠타	ザマゼンタ	Zamazenta	Zamazenta	Zamazenta	藏瑪然特	Zamazenta	Zamazenta
0890	무한다이노	ムゲンダイナ	Eternatus	Éthernatos	Endynalos	無極汰那	Eternatus	Eternatus
0891	치고마	ダクマ	Kubfu	Wushours	Dakuma	熊徒弟	Kubfu	Kubfu
0892	우라오스	ウーラオス	Urshifu	Shifours	Wulaosu	武道熊師	Urshifu	Urshifu
0893	자루도	ザルード	Zarude	Zarude	Zarude	薩戮德	Zarude	Zarude
0894	레지에레키	レジエレキ	Regieleki	Regieleki	Regieleki	雷吉艾勒奇	Regieleki	Regieleki
0895	레지드래고	レジドラゴ	Regidrago	Regidrago	Regidrago	雷吉鐸拉戈	Regidrago	Regidrago
0896	블리자포스	ブリザポス	Glastrier	Blizzeval	Polaross	雪暴馬	Glastrier	Glastrier
0897	레이스포스	レイスポス	Spectrier	Spectreval	Phantoross	靈幽馬	Spectrier	Spectrier
0898	버드렉스	バドレックス	Calyrex	Sylveroy	Coronospa	蕾冠王	Calyrex	Calyrex
0899	신비록	アヤシシ	Wyrdeer	Cerbyllin	Damythir	詭角鹿	Wyrdeer	Wyrdeer
0900	사마자르	バサギリ	Kleavor	Hachécateur	Axantor	劈斧螳螂	Kleavor	Kleavor
0901	다투곰	ガチグマ	Ursaluna	Ursaking	Ursaluna	月月熊	Ursaluna	Ursaluna
0902	대쓰여너	イダイトウ	Basculegion	Paragruel	Salmagnis	幽尾玄魚	Basculegion	Basculegion
0903	포푸니크	オオニューラ	Sneasler	Farfurex	Snieboss	大狃拉	Sneasler	Sneasler
0904	장침바루	ハリーマン	Overqwil	Qwilpik	Myriador	萬針魚	Overqwil	Overqwil
0905	러브로스	ラブトロス	Enamorus	Amovénus	Cupidos	眷戀雲	Enamorus	Enamorus
0906	나오하	ニャオハ	Sprigatito	Poussacha	Felori	新葉喵	Sprigatito	Sprigatito
0907	나로테	ニャローテ	Floragato	Matourgeon	Feliospa	蒂蕾喵	Floragato	Floragato
0908	마스카나	マスカーニャ	Meowscarada	Miascarade	Maskagato	魔幻假面喵	Meowscarada	Meowscarada
0909	뜨아거	ホゲータ	Fuecoco	Chochodile	Krokel	呆火鱷	Fuecoco	Fuecoco
0910	악뜨거	アチゲータ	Crocalor	Crocogril	Lokroko	炙燙鱷	Crocalor	Crocalor
0911	라우드본	ラウドボーン	Skeledirge	Flâmigator	Skelokrok	骨紋巨聲鱷	Skeledirge	Skeledirge
0912	꾸왁스	クワッス	Quaxly	Coiffeton	Kwaks	潤水鴨	Quaxly	Quaxly
0913	아꾸왁	ウェルカモ	Quaxwell	Canarbello	Fuentente	湧躍鴨	Quaxwell	Quaxwell
0914	웨이니발	ウェーニバル	Quaquaval	Palmaval	Bailonda	狂歡浪舞鴨	Quaquaval	Quaquaval
0915	맛보돈	グルトン	Lechonk	Gourmelet	Ferkuli	愛吃豚	Lechonk	Lechonk
0916	퍼퓨돈	パフュートン	Oinkologne	Fragroin	Fragrunz	飄香豚	Oinkologne	Oinkologne
0917	타랜툴라	タマンチュラ	Tarountula	Tissenboule	Tarundel	團珠蛛	Tarountula	Tarountula
0918	트래피더	ワナイダー	Spidops	Filentrappe	Spinsidias	操陷蛛	Spidops	Spidops
0919	콩알뚜기	マメバッタ	Nymble	Lilliterelle	Micrick	豆蟋蟀	Nymble	Nymble
0920	엑스레그	エクスレッグ	Lokix	Gambex	Lextremo	烈腿蝗	Lokix	Lokix
0921	빠모	パモ	Pawmi	Pohm	Pamo	布撥	Pawmi	Pawmi
0922	빠모트	パモット	Pawmo	Pohmotte	Pamamo	布土撥	Pawmo	Pawmo
0923	빠르모트	パーモット	Pawmot	Pohmarmotte	Pamomamo	巴布土撥	Pawmot	Pawmot
0924	두리쥐	ワッカネズミ	Tandemaus	Compagnol	Zwieps	一對鼠	Tandemaus	Tandemaus
0925	파밀리쥐	イッカネズミ	Maushold	Famignol	Famieps	一家鼠	Maushold	Maushold
0926	쫀도기	パピモッチ	Fidough	Pâtachiot	Hefel	狗仔包	Fidough	Fidough
0927	바우첼	バウッツェル	Dachsbun	Briochien	Backel	麻花犬	Dachsbun	Dachsbun
0928	미니브	ミニーブ	Smoliv	Olivini	Olini	迷你芙	Smoliv	Smoliv
0929	올리뇨	オリーニョ	Dolliv	Olivado	Olivinio	奧利紐	Dolliv	Dolliv
0930	올리르바	オリーヴァ	Arboliva	Arboliva	Olithena	奧利瓦	Arboliva	Arboliva
0931	시비꼬	イキリンコ	Squawkabilly	Tapatoès	Krawalloro	怒鸚哥	Squawkabilly	Squawkabilly
0932	베베솔트	コジオ	Nacli	Selutin	Geosali	鹽石寶	Nacli	Nacli
0933	스태솔트	ジオヅム	Naclstack	Amassel	Sedisal	鹽石壘	Naclstack	Naclstack
0934	콜로솔트	キョジオーン	Garganacl	Gigansel	Saltigant	鹽石巨靈	Garganacl	Garganacl
0935	카르본	カルボウ	Charcadet	Charbambin	Knarbon	炭小侍	Charcadet	Charcadet
0936	카디나르마	グレンアルマ	Armarouge	Carmadura	Crimanzo	紅蓮鎧騎	Armarouge	Armarouge
0937	파라블레이즈	ソウブレイズ	Ceruledge	Malvalame	Azugladis	蒼炎刃鬼	Ceruledge	Ceruledge
0938	빈나두	ズピカ	Tadbulb	Têtampoule	Blipp	光蚪仔	Tadbulb	Tadbulb
0939	찌리배리	ハラバリー	Bellibolt	Ampibidou	Wampitz	電肚蛙	Bellibolt	Bellibolt
0940	찌리비	カイデン	Wattrel	Zapétrel	Voltrel	電海燕	Wattrel	Wattrel
0941	찌리비크	タイカイデン	Kilowattrel	Fulgulairo	Voltrean	大電海燕	Kilowattrel	Kilowattrel
0942	오라티프	オラチフ	Maschiff	Grondogue	Mobtiff	偶叫獒	Maschiff	Maschiff
0943	마피티프	マフィティフ	Mabosstiff	Dogrino	Mastifioso	獒教父	Mabosstiff	Mabosstiff
0944	땃쭈르	シルシュルー	Shroodle	Gribouraigne	Sproxi	滋汁鼴	Shroodle	Shroodle
0945	태깅구르	タギングル	Grafaiai	Tag-Tag	Affiti	塗標客	Grafaiai	Grafaiai
0946	그푸리	アノクサ	Bramblin	Virovent	Weherba	納噬草	Bramblin	Bramblin
0947	공푸리	アノホラグサ	Brambleghast	Virevorreur	Horrerba	怖納噬草	Brambleghast	Brambleghast
0948	들눈해	ノノクラゲ	Toedscool	Terracool	Tentagra	原野水母	Toedscool	Toedscool
0949	육파리	リククラゲ	Toedscruel	Terracruel	Tenterra	陸地水母	Toedscruel	Toedscruel
0950	절벼게	ガケガニ	Klawf	Craparoi	Klibbe	毛崖蟹	Klawf	Klawf
0951	캡싸이	カプサイジ	Capsakid	Pimito	Chilingel	熱辣娃	Capsakid	Capsakid
0952	스코빌런	スコヴィラン	Scovillain	Scovilain	Halupenjo	狠辣椒	Scovillain	Scovillain
0953	구르데	シガロコ	Rellor	Léboulérou	Relluk	蟲滾泥	Rellor	Rellor
0954	베라카스	ベラカス	Rabsca	Bérasca	Skarabaks	蟲甲聖	Rabsca	Rabsca
0955	하느라기	ヒラヒナ	Flittle	Flotillon	Flattutu	飄飄雛	Flittle	Flittle
0956	클레스퍼트라	クエスパトラ	Espathra	Cléopsytra	Psiopatra	超能豔鴕	Espathra	Espathra
0957	어리짱	カヌチャン	Tinkatink	Forgerette	Forgita	小鍛匠	Tinkatink	Tinkatink
0958	벼리짱	ナカヌチャン	Tinkatuff	Forgella	Tafforgita	巧鍛匠	Tinkatuff	Tinkatuff
0959	두드리짱	デカヌチャン	Tinkaton	Forgelina	Granforgita	巨鍛匠	Tinkaton	Tinkaton
0960	바다그다	ウミディグダ	Wiglett	Taupikeau	Schligda	海地鼠	Wiglett	Wiglett
0961	바닥트리오	ウミトリオ	Wugtrio	Triopikeau	Schligdri	三海地鼠	Wugtrio	Wugtrio
0962	떨구새	オトシドリ	Bombirdier	Lestombaile	Adebom	下石鳥	Bombirdier	Bombirdier
0963	맨돌핀	ナミイルカ	Finizen	Dofin	Normifin	波普海豚	Finizen	Finizen
0964	돌핀맨	イルカマン	Palafin	Superdofin	Delfinator	海豚俠	Palafin	Palafin
0965	부르롱	ブロロン	Varoom	Vrombi	Knattox	噗隆隆	Varoom	Varoom
0966	부르르룸	ブロロローム	Revavroom	Vrombotor	Knattatox	普隆隆姆	Revavroom	Revavroom
0967	모토마	モトトカゲ	Cyclizar	Motorizard	Mopex	摩托蜥	Cyclizar	Cyclizar
0968	꿈트렁	ミミズズ	Orthworm	Ferdeter	Schlurm	拖拖蚓	Orthworm	Orthworm
0969	초롱순	キラーメ	Glimmet	Germéclat	Lumispross	晶光芽	Glimmet	Glimmet
0970	킬라플로르	キラフロル	Glimmora	Floréclat	Lumiflora	晶光花	Glimmora	Glimmora
0971	망망이	ボチ	Greavard	Toutombe	Gruff	墓仔狗	Greavard	Greavard
0972	묘두기	ハカドッグ	Houndstone	Tomberro	Friedwuff	墓揚犬	Houndstone	Houndstone
0973	꼬이밍고	カラミンゴ	Flamigo	Flamenroule	Flaminkno	纏紅鶴	Flamigo	Flamigo
0974	터벅고래	アルクジラ	Cetoddle	Piétacé	Flaniwal	走鯨	Cetoddle	Cetoddle
0975	우락고래	ハルクジラ	Cetitan	Balbalèze	Kolowal	浩大鯨	Cetitan	Cetitan
0976	가비루사	ミガルーサ	Veluza	Délestin	Agiluza	輕身鱈	Veluza	Veluza
0977	어써러셔	ヘイラッシャ	Dondozo	Oyacata	Heerashai	吃吼霸	Dondozo	Dondozo
0978	싸리용	シャリタツ	Tatsugiri	Nigirigon	Nigiragi	米立龍	Tatsugiri	Tatsugiri
0979	저승갓숭	コノヨザル	Annihilape	Courrousinge	Epitaff	棄世猴	Annihilape	Annihilape
0980	토오	ドオー	Clodsire	Terraiste	Suelord	土王	Clodsire	Clodsire
0981	키키링	リキキリン	Farigiraf	Farigiraf	Farigiraf	奇麒麟	Farigiraf	Farigiraf
0982	노고고치	ノココッチ	Dudunsparce	Deusolourdo	Dummimisel	土龍節節	Dudunsparce	Dudunsparce
0983	대도각참	ドドゲザン	Kingambit	Scalpereur	Gladimperio	仆斬將軍	Kingambit	Kingambit
0984	위대한엄니	イダイナキバ	Great Tusk	Fort-Ivoire	Riesenzahn	雄偉牙	Colmilargo	Grandizanne
0985	우렁찬꼬리	サケブシッポ	Scream Tail	Hurle-Queue	Brüllschweif	吼叫尾	Colagrito	Codaurlante
0986	사나운버섯	アラブルタケ	Brute Bonnet	Fongus-Furie	Wutpilz	猛惡菇	Furioseta	Fungofurioso
0987	날개치는머리	ハバタクカミ	Flutter Mane	Flotte-Mèche	Flatterhaar	振翼髮	Melenaleteo	Crinealato
0988	땅을기는날개	チヲハウハネ	Slither Wing	Rampe-Ailes	Kriechflügel	爬地翅	Reptalada	Alirasenti
0989	모래털가죽	スナノケガワ	Sandy Shocks	Pelage-Sablé	Sandfell	沙鐵皮	Pelarena	Peldisabbia
0990	무쇠바퀴	テツノワダチ	Iron Treads	Roue-de-Fer	Eisenrad	鐵轍跡	Ferrodada	Solcoferreo
0991	무쇠보따리	テツノツツミ	Iron Bundle	Hotte-de-Fer	Eisenbündel	鐵包袱	Ferrosaco	Saccoferreo
0992	무쇠손	テツノカイナ	Iron Hands	Paume-de-Fer	Eisenhand	鐵臂膀	Ferropalmas	Manoferrea
0993	무쇠머리	テツノコウベ	Iron Jugulis	Têtes-de-Fer	Eisenhals	鐵脖頸	Ferrocuello	Colloferreo
0994	무쇠독나방	テツノドクガ	Iron Moth	Mite-de-Fer	Eisenfalter	鐵毒蛾	Ferropolilla	Falenaferrea
0995	무쇠가시	テツノイバラ	Iron Thorns	Épine-de-Fer	Eisendorn	鐵荊棘	Ferropúas	Spineferree
0996	드니차	セビエ	Frigibax	Frigodo	Frospino	涼脊龍	Frigibax	Frigibax
0997	드니꽁	セゴール	Arctibax	Cryodo	Cryospino	凍脊龍	Arctibax	Arctibax
0998	드닐레이브	セグレイブ	Baxcalibur	Glaivodo	Espinodon	戟脊龍	Baxcalibur	Baxcalibur
0999	모으령	コレクレー	Gimmighoul	Mordudor	Gierspenst	索財靈	Gimmighoul	Gimmighoul
1000	타부자고	サーフゴー	Gholdengo	Gromago	Monetigo	賽富豪	Gholdengo	Gholdengo
1001	총지엔	チオンジェン	Wo-Chien	Chongjian	Chongjian	古簡蝸	Wo-Chien	Wo-Chien
1002	파오젠	パオジアン	Chien-Pao	Baojian	Baojian	古劍豹	Chien-Pao	Chien-Pao
1003	딩루	ディンルー	Ting-Lu	Dinglu	Dinglu	古鼎鹿	Ting-Lu	Ting-Lu
1004	위유이	イーユイ	Chi-Yu	Yuyu	Yuyu	古玉魚	Chi-Yu	Chi-Yu
1005	고동치는달	トドロクツキ	Roaring Moon	Rugit-Lune	Donnersichel	轟鳴月	Bramaluna	Lunaruggente
1006	무쇠무인	テツノブジン	Iron Valiant	Garde-de-Fer	Eisenkrieger	鐵武者	Ferropaladín	Eroeferreo
1007	코라이돈	コライドン	Koraidon	Koraidon	Koraidon	故勒頓	Koraidon	Koraidon
1008	미라이돈	ミライドン	Miraidon	Miraidon	Miraidon	密勒頓	Miraidon	Miraidon
1009	굽이치는물결	ウネルミナモ	Walking Wake	Serpente-Eau	Windewoge	波盪水	Ondulagua	Acquecrespe
1010	무쇠잎새	テツノイサハ	Iron Leaves	Vert-de-Fer	Eisenblatt	鐵斑葉	Ferroverdor	Fogliaferrea
1011	과미르	カミッチュ	Dipplin	Pomdramour	Sirapfel	裹蜜蟲	Dipplin	Dipplin
1012	차데스	チャデス	Poltchageist	Poltchageist	Mortcha	斯魔茶	Poltchageist	Poltchageist
1013	그우린차	ヤバソチャ	Sinistcha	Théffroyable	Fatalitcha	来悲粗茶	Sinistcha	Sinistcha
1014	조타구	イイネイヌ	Okidogi	Félicanis	Boninu	夠讚狗	Okidogi	Okidogi
1015	이야후	マシマシラ	Munkidori	Fortusimia	Benesaru	願增猿	Munkidori	Munkidori
1016	기로치	キチキギス	Fezandipiti	Favianos	Beatori	吉雉雞	Fezandipiti	Fezandipiti
1017	오거폰	オーガポン	Ogerpon	Ogerpon	Ogerpon	厄鬼椪	Ogerpon	Ogerpon
1018	브리두라스	ブリジュラス	Archaludon	Pondralugon	Briduradon	鋁鋼橋龍	Archaludon	Archaludon
1019	과미드라	カミツオロチ	Hydrapple	Pomdorochi	Hydrapfel	蜜集大蛇	Hydrapple	Hydrapple
1020	꿰뚫는화염	ウガツホムラ	Gouging Fire	Feu-Perçant	Keilflamme	破空焰	Flamariete	Vampeaguzze
1021	날뛰는우레	タケルライコ	Raging Bolt	Ire-Foudre	Furienblitz	猛雷鼓	Electrofuria	Furiatonante
1022	무쇠암석	テツノイワオ	Iron Boulder	Roc-de-Fer	Eisenfels	鐵磐岩	Ferromole	Massoferreo
1023	무쇠감투	テツノカシラ	Iron Crown	Chef-de-Fer	Eisenhaupt	鐵頭殼	Ferrotesta	Capoferreo
1024	테라파고스	テラパゴス	Terapagos	Terapagos	Terapagos	太樂巴戈斯	Terapagos	Terapagos
1025	복숭악동	モモワロウ	Pecharunt	Pêchaminus	Infamomo	桃歹郎	Pecharunt	Pecharunt
